GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.partner,DeletePartnerService,47,3,4,0,12,1,3,1,1,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.partner,FindByIdPartnerService,44,22,6,2,10,6,5,2,1,2
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.partner,SavePartnerService,55,3,2,0,13,1,2,1,1,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.partner,UpdatePartnerService,30,3,0,0,6,1,1,1,1,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.partner,SavePartnerIdBranchActivityService,41,3,0,0,9,1,1,1,1,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.partner,DeleteImagePartnerService,33,3,0,0,8,1,1,1,1,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.partner,SaveImagePartnerService,35,3,4,0,7,1,3,1,1,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.partner,FindAllPartnerService,17,3,0,0,3,1,2,1,2,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.email,FindAllEmailService,0,20,0,0,0,4,0,3,0,3
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.email,SaveEmailService,0,38,0,0,0,8,0,2,0,2
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.email,DeleteEmailService,21,14,0,0,5,5,0,2,0,2
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.email,FindByIdEmailService,0,66,0,8,0,16,0,7,0,3
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.email,UpdateEmailService,0,34,0,0,0,7,0,2,0,2
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.exception.central,ResourceExceptionHandler,266,3,0,0,48,1,12,1,12,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.studyplan.factory,StudyPlanFactory,394,3,52,0,80,1,28,1,2,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.user,FindByIdUserService,0,20,0,2,0,5,0,3,0,2
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.project.factory,ProjectFactory,245,3,36,0,49,1,21,1,3,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.professionalgoal.factory,ProfessionalGoalFactory,33,10,8,0,6,2,6,2,2,2
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.partner.factory,PartnerFactory,60,12,10,0,12,3,8,2,3,2
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.topic,FindByIdTopicService,0,64,0,8,0,15,0,7,0,3
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.topic,FindAllTopicService,5,16,0,0,0,4,1,2,1,2
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.topic,DeleteTopicService,12,14,0,0,3,5,0,2,0,2
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.topic,SaveTopicService,0,34,0,0,0,7,0,2,0,2
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.topic,UpdateTopicService,23,3,0,0,5,1,1,1,1,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.hardskills,SaveHardSkillsService,26,3,0,0,5,1,1,1,1,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.hardskills,FindAllHardSkillsService,17,3,0,0,3,1,2,1,2,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.hardskills,UpdateHardSkillsService,23,3,0,0,5,1,1,1,1,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.hardskills,DeleteHardSkillsService,28,3,0,0,8,1,1,1,1,1
personal.professional.apresentation,br.com.marcus.dev.personal.professional.apresentation.services.hardskills,FindByIdHardSkillsService,63,3,8,0,15,1,6,1,2,1
